"customer_number","customer_key","full_name","age","age_group","customer_segment","total_orders","total_products","total_quantity","total_sales","last_order_date","recency","lifespan","avg_order_value","avg_monthly_spending"
"AW00022993","11994","Xavier Sanchez","47","40-49","New","1","3","3","565","2013-08-25","6","0","565","0.00"
"AW00022994","11995","Chloe Allen","47","40-49","New","1","1","1","540","2013-08-26","6","0","540","0.00"
"AW00022995","11996","Isabella Bryant","47","40-49","VIP","2","5","5","6060","2013-06-29","8","22","3030","275.45"
"AW00022996","11997","Jordan Henderson","46","40-49","VIP","2","4","4","6035","2013-06-24","8","22","3017","274.32"
"AW00022997","11998","Lucas Williams","50","50+","New","1","4","4","608","2013-08-18","6","0","608","0.00"
"AW00022998","11999","Lauren Washington","45","40-49","VIP","2","3","3","5329","2012-12-28","2","16","2664","333.06"
"AW00022999","12000","Jackson Hill","50","50+","New","1","3","3","554","2013-08-01","7","0","554","0.00"
"AW00023000","12001","Victoria Henderson","52","50+","New","1","4","4","94","2014-01-13","1","0","94","0.00"
"AW00023001","12002","Julio Munoz","52","50+","New","1","3","3","37","2013-10-07","5","0","37","0.00"
"AW00023002","12003","Arthur Hernandez","51","50+","New","1","5","5","67","2013-04-12","10","0","67","0.00"
"AW00023003","12004","Ashley Robinson","51","50+","New","1","2","2","32","2013-04-22","10","0","32","0.00"
"AW00023004","12005","Raymond Fernandez","45","40-49","New","1","3","3","57","2013-10-30","4","0","57","0.00"
"AW00023005","12006","Luke Sharma","39","30-39","New","1","2","2","32","2013-04-20","10","0","32","0.00"
"AW00023006","12007","Seth Lee","40","40-49","New","1","3","3","39","2013-10-30","4","0","39","0.00"
"AW00023007","12008","Isaac Sanchez","39","30-39","New","1","2","2","15","2013-04-06","11","0","15","0.00"
"AW00023008","12009","Sheena She","74","50+","New","1","2","2","60","2013-05-16","9","0","60","0.00"
"AW00023009","12010","Dalton Thomas","41","40-49","New","1","2","2","7","2013-12-06","3","0","7","0.00"
"AW00023010","12011","Seth Cook","41","40-49","New","1","3","3","64","2013-10-30","4","0","64","0.00"
"AW00023011","12012","Isaiah Rivera","41","40-49","New","1","2","2","15","2013-06-30","8","0","15","0.00"
"AW00023012","12013","Mathew Carlson","72","50+","New","1","1","1","5","2013-09-07","6","0","5","0.00"
"AW00023013","12014","Louis Yang","73","50+","New","1","2","2","13","2013-06-20","8","0","13","0.00"
"AW00023014","12015","Cassandra Mehta","73","50+","New","1","2","2","14","2013-08-08","6","0","14","0.00"
"AW00023015","12016","Juan Rivera","48","40-49","New","1","3","3","563","2013-08-13","6","0","563","0.00"
"AW00023016","12017","Victoria Powell","48","40-49","New","1","2","2","561","2013-08-05","7","0","561","0.00"
"AW00023017","12018","Alison Rai","48","40-49","New","1","3","3","563","2013-08-13","6","0","563","0.00"
"AW00023018","12019","Richard White","48","40-49","New","1","4","4","608","2013-08-22","6","0","608","0.00"
"AW00023019","12020","Emma Garcia","48","40-49","New","1","5","5","613","2013-05-15","9","0","613","0.00"
"AW00023020","12021","Hannah Jones","56","50+","New","1","6","6","107","2014-01-04","2","0","107","0.00"
"AW00023021","12022","Stefanie Mehta","56","50+","New","1","2","2","564","2013-08-14","6","0","564","0.00"
"AW00023022","12023","Jocelyn Bradley","57","50+","New","1","2","2","7","2013-05-24","9","0","7","0.00"
"AW00023023","12024","Naomi Vazquez","51","50+","New","1","2","2","32","2013-03-25","11","0","32","0.00"
"AW00023024","12025","Emma Davis","57","50+","New","1","4","4","107","2013-05-13","9","0","107","0.00"
"AW00023025","12026","Richard Richardson","57","50+","New","1","1","1","30","2013-08-28","6","0","30","0.00"
"AW00023026","12027","Jessica Rogers","51","50+","New","1","2","2","604","2013-08-20","6","0","604","0.00"
"AW00023027","12028","Fernando Griffin","57","50+","New","1","3","3","37","2013-08-10","6","0","37","0.00"
"AW00023028","12029","Anna Taylor","57","50+","New","1","4","4","600","2013-08-24","6","0","600","0.00"
"AW00023029","12030","Ian Ross","52","50+","New","1","4","4","121","2013-04-03","11","0","121","0.00"
"AW00023030","12031","Aidan Jenkins","58","50+","New","1","1","1","30","2013-08-30","6","0","30","0.00"
"AW00023031","12032","Brooke Morgan","52","50+","New","1","3","3","70","2013-08-16","6","0","70","0.00"
"AW00023032","12033","Jesse Parker","58","50+","New","1","2","2","549","2013-08-18","6","0","549","0.00"
"AW00023033","12034","Alex Turner","52","50+","New","1","4","4","589","2013-08-18","6","0","589","0.00"
"AW00023034","12035","Melanie Cooper","58","50+","New","1","1","1","540","2013-08-21","6","0","540","0.00"
"AW00023035","12036","Maria Howard","52","50+","New","1","4","4","562","2013-08-14","6","0","562","0.00"
"AW00023036","12037","Caleb Green","58","50+","New","1","5","5","624","2013-08-16","6","0","624","0.00"
"AW00023037","12038","Lucas Wood","64","50+","New","1","2","2","32","2014-01-21","1","0","32","0.00"
"AW00023038","12039","Sydney Reed","63","50+","New","1","2","2","564","2013-05-13","9","0","564","0.00"
"AW00023039","12040","Wyatt Scott","64","50+","New","1","2","2","561","2013-05-16","9","0","561","0.00"
"AW00023040","12041","Seth Morgan","64","50+","New","1","3","3","565","2013-05-24","9","0","565","0.00"
"AW00023041","12042","Natalie Garcia","63","50+","New","1","2","2","561","2013-08-11","6","0","561","0.00"
"AW00023042","12043","Riley Blue","64","50+","New","1","4","4","589","2013-08-12","6","0","589","0.00"
"AW00023043","12044","Katherine Moore","64","50+","New","1","1","1","30","2013-12-20","2","0","30","0.00"
"AW00023044","12045","Aidan Patterson","65","50+","New","1","3","3","37","2013-04-09","10","0","37","0.00"
"AW00023045","12046","Gabriel Patterson","60","50+","New","1","2","2","35","2013-06-15","8","0","35","0.00"
"AW00023046","12047","Pamela Malhotra","84","50+","New","1","3","3","37","2013-02-16","0","0","37","0.00"
"AW00023047","12048","Valerie Xu","83","50+","New","1","3","3","554","2013-08-11","6","0","554","0.00"
"AW00023048","12049","Isabella Hughes","82","50+","New","1","3","3","51","2013-05-01","10","0","51","0.00"
"AW00023049","12050","Gina Moreno","83","50+","New","1","2","2","35","2013-03-02","0","0","35","0.00"
"AW00023050","12051","Jack Hall","83","50+","New","1","3","3","70","2013-02-04","1","0","70","0.00"
"AW00023051","12052","Jesse Green","83","50+","New","1","2","2","35","2013-03-18","11","0","35","0.00"
"AW00023052","12053","Steven Stewart","83","50+","New","1","1","1","30","2013-08-04","7","0","30","0.00"
"AW00023053","12054","Anna Bailey","53","50+","New","1","3","3","70","2013-10-28","4","0","70","0.00"
"AW00023054","12055","David Moore","58","50+","New","1","1","1","30","2013-07-14","7","0","30","0.00"
"AW00023055","12056","Seth Diaz","53","50+","New","1","3","3","70","2013-08-20","6","0","70","0.00"
"AW00023056","12057","Alyssa Perry","59","50+","New","1","3","3","599","2013-08-16","6","0","599","0.00"
"AW00023057","12058","Caitlin Richardson","65","50+","VIP","2","4","4","6021","2013-12-22","2","28","3010","215.04"
"AW00023058","12059","Michelle Rivera","65","50+","New","1","4","4","589","2013-07-31","7","0","589","0.00"
"AW00023059","12060","Spencer Price","66","50+","New","1","4","4","600","2013-08-10","6","0","600","0.00"
"AW00023060","12061","Isabella Long","67","50+","New","1","6","6","127","2013-05-31","9","0","127","0.00"
"AW00023061","12062","Jeremiah Sanders","61","50+","New","1","1","1","30","2013-03-10","11","0","30","0.00"
"AW00023062","12063","Natalie Reed","81","50+","New","1","4","4","120","2013-10-13","4","0","120","0.00"
"AW00023063","12064","Jennifer Thompson","82","50+","New","1","3","3","37","2013-12-16","2","0","37","0.00"
"AW00023064","12065","Alexander Rodriguez","82","50+","New","1","1","1","30","2013-04-11","10","0","30","0.00"
"AW00023065","12066","Derek Nath","82","50+","New","1","3","3","70","2013-06-24","8","0","70","0.00"
"AW00023066","12067","Austin Lal","71","50+","New","1","4","4","618","2013-05-03","10","0","618","0.00"
"AW00023067","12068","Kelli Pal","81","50+","New","1","3","3","85","2013-05-31","9","0","85","0.00"
"AW00023068","12069","Ryan Shan","80","50+","New","1","3","3","37","2013-11-11","3","0","37","0.00"
"AW00023069","12070","Anna Gray","78","50+","New","1","3","3","70","2013-02-14","0","0","70","0.00"
"AW00023070","12071","Natalie Hall","78","50+","New","1","1","1","5","2013-02-03","1","0","5","0.00"
"AW00023071","12072","Haley Gonzales","73","50+","New","1","2","2","32","2013-06-08","8","0","32","0.00"
"AW00023072","12073","Toni Srini","79","50+","New","1","3","3","37","2013-04-21","10","0","37","0.00"
"AW00023073","12074","Christian Griffin","78","50+","New","1","1","1","540","2013-08-16","6","0","540","0.00"
"AW00023074","12075","Megan Flores","78","50+","VIP","2","4","4","6021","2013-12-06","3","27","3010","223.00"
"AW00023075","12076","Rebekah Sandberg","78","50+","New","1","3","3","563","2013-05-05","10","0","563","0.00"
"AW00023076","12077","Adrian Brooks","78","50+","New","1","1","1","30","2013-12-25","2","0","30","0.00"
"AW00023077","12078","Marvin Hernandez","72","50+","New","1","2","2","7","2013-03-23","11","0","7","0.00"
"AW00023078","12079","Julio Hernandez","66","50+","New","1","3","3","15","2013-07-07","8","0","15","0.00"
"AW00023079","12080","Justine Ryan","71","50+","New","1","2","2","7","2013-07-07","8","0","7","0.00"
"AW00023080","12081","Jocelyn Barnes","41","40-49","New","1","2","2","549","2013-05-16","9","0","549","0.00"
"AW00023081","12082","Brandon Powell","41","40-49","New","1","4","4","609","2013-08-03","7","0","609","0.00"
"AW00023082","12083","Jonathan Williams","41","40-49","New","1","2","2","604","2013-08-07","7","0","604","0.00"
"AW00023083","12084","Samuel Smith","42","40-49","New","1","5","5","50","2013-08-04","7","0","50","0.00"
"AW00023084","12085","Christian Shan","41","40-49","New","1","2","2","40","2013-06-19","8","0","40","0.00"
"AW00023085","12086","Ross Subram","65","50+","New","1","2","2","7","2013-10-17","4","0","7","0.00"
"AW00023086","12087","Tracy Lal","70","50+","New","1","2","2","13","2013-03-24","11","0","13","0.00"
"AW00023087","12088","Clifford Martinez","70","50+","New","1","2","2","40","2013-08-28","6","0","40","0.00"
"AW00023088","12089","Wesley Hu","42","40-49","New","1","2","2","32","2013-02-08","0","0","32","0.00"
"AW00023089","12090","Lucas Walker","41","40-49","New","1","3","3","37","2013-03-11","11","0","37","0.00"
"AW00023090","12091","Christopher Lee","41","40-49","New","1","3","3","37","2013-08-22","6","0","37","0.00"
"AW00023091","12092","Richard Peterson","42","40-49","New","1","4","4","98","2013-11-24","3","0","98","0.00"
"AW00023092","12093","Gabrielle Brooks","41","40-49","New","1","1","1","30","2013-06-25","8","0","30","0.00"
"AW00023093","12094","Nathan Parker","42","40-49","New","1","3","3","70","2014-01-06","2","0","70","0.00"
"AW00023094","12095","Carolyn Gill","69","50+","New","1","3","3","68","2013-04-27","10","0","68","0.00"
"AW00023095","12096","Gerald Patel","68","50+","New","1","1","1","5","2013-06-18","8","0","5","0.00"
"AW00023096","12097","Ashlee Chande","69","50+","New","1","2","2","7","2013-04-29","10","0","7","0.00"
"AW00023097","12098","Tony Natsuhara","69","50+","Regular","2","5","5","2771","2013-07-30","7","13","1385","213.15"
"AW00023098","12099","Pedro Rubio","64","50+","Regular","2","4","4","2745","2013-07-26","7","13","1372","211.15"
"AW00023099","12100","Kristi Suarez","67","50+","Regular","2","2","2","2983","2013-07-14","7","12","1491","248.58"
"AW00023100","12101","Christy Raje","67","50+","Regular","2","4","4","3006","2013-07-12","7","12","1503","250.50"
"AW00023101","12102","Barbara Lal","66","50+","Regular","2","6","6","2795","2013-07-18","7","13","1397","215.00"
"AW00023102","12103","Barbara Zeng","67","50+","Regular","2","3","3","2731","2013-07-15","7","13","1365","210.08"
"AW00023103","12104","Dwayne Moreno","50","50+","New","1","2","2","86","2013-05-17","9","0","86","0.00"
"AW00023104","12105","Isabelle Long","60","50+","New","2","5","5","3490","2013-01-20","1","6","1745","581.67"
"AW00023105","12106","Karl Andersen","60","50+","New","2","4","4","3361","2013-01-01","2","6","1680","560.17"
"AW00023106","12107","Kathryn Yuan","59","50+","New","2","6","6","3956","2013-04-17","10","10","1978","395.60"
"AW00023107","12108","Michele Kumar","64","50+","New","2","4","4","3897","2013-04-17","10","9","1948","433.00"
"AW00023108","12109","Savannah Wright","43","40-49","New","1","2","2","32","2013-08-14","6","0","32","0.00"
"AW00023109","12110","Lauren Hughes","43","40-49","New","1","3","3","37","2013-02-17","0","0","37","0.00"
"AW00023110","12111","Mackenzie Gonzalez","43","40-49","New","1","1","1","540","2013-05-26","9","0","540","0.00"
"AW00023111","12112","Sara Wright","44","40-49","New","1","3","3","554","2013-05-28","9","0","554","0.00"
"AW00023112","12113","James Butler","44","40-49","New","1","2","2","561","2013-05-09","9","0","561","0.00"
"AW00023113","12114","Elijah Powell","45","40-49","VIP","2","3","3","5997","2013-12-03","3","27","2998","222.11"
"AW00023114","12115","Caroline Washington","45","40-49","VIP","2","4","4","5996","2013-12-10","2","28","2998","214.14"
"AW00023115","12116","Stephanie Nicholls","43","40-49","New","1","2","2","35","2013-03-02","0","0","35","0.00"
"AW00023116","12117","Jerome Vazquez","64","50+","New","2","3","3","3937","2013-04-26","10","8","1968","492.13"
"AW00023117","12118","Bruce Sanz","59","50+","New","2","5","5","3932","2013-04-20","10","9","1966","436.89"
"AW00023118","12119","Monique Moreno","58","50+","New","2","5","5","3914","2013-05-26","9","10","1957","391.40"
"AW00023119","12120","Gilbert Zhao","62","50+","New","2","4","4","3946","2013-05-26","9","9","1973","438.44"
"AW00023120","12121","Javier Browning","61","50+","New","2","2","2","4144","2013-05-18","9","10","2072","414.40"
"AW00023121","12122","Danny Ramos","62","50+","New","2","2","2","4144","2013-05-23","9","10","2072","414.40"
"AW00023122","12123","Colleen Zhou","60","50+","New","1","2","2","14","2013-07-30","7","0","14","0.00"
"AW00023123","12124","Zoe Kelly","60","50+","New","1","2","2","40","2013-11-03","4","0","40","0.00"
"AW00023124","12125","Cameron Wang","46","40-49","New","1","1","1","30","2014-01-13","1","0","30","0.00"
"AW00023125","12126","Madeline Scott","45","40-49","New","1","2","2","604","2013-08-01","7","0","604","0.00"
"AW00023126","12127","Carolyn Van","45","40-49","New","1","4","4","45","2013-12-10","2","0","45","0.00"
"AW00023127","12128","Haley Hughes","44","40-49","New","1","3","3","565","2013-05-11","9","0","565","0.00"
"AW00023128","12129","Dylan Jai","54","50+","New","1","2","2","40","2013-06-27","8","0","40","0.00"
"AW00023129","12130","Misty Ashe","59","50+","New","1","1","1","5","2013-05-06","10","0","5","0.00"
"AW00023130","12131","Lauren Russell","47","40-49","New","1","2","2","32","2013-02-16","0","0","32","0.00"
"AW00023131","12132","Caitlin Peterson","62","50+","New","1","1","1","30","2013-10-01","5","0","30","0.00"
"AW00023132","12133","Anthony Lee","61","50+","New","1","4","4","160","2013-03-17","11","0","160","0.00"
"AW00023133","12134","Alexis White","61","50+","New","1","3","3","70","2013-08-31","6","0","70","0.00"
"AW00023134","12135","Alyssa Robinson","62","50+","New","1","2","2","40","2013-11-09","3","0","40","0.00"
"AW00023135","12136","Dylan Clark","62","50+","New","1","3","3","554","2013-08-27","6","0","554","0.00"
"AW00023136","12137","Stephanie Peterson","62","50+","New","1","2","2","575","2013-09-06","6","0","575","0.00"
"AW00023137","12138","Chloe Sanders","56","50+","VIP","2","3","3","5314","2013-03-24","11","19","2657","279.68"
"AW00023138","12139","Angela Peterson","62","50+","New","1","3","3","599","2013-09-22","5","0","599","0.00"
"AW00023139","12140","Christian Yang","63","50+","New","1","3","3","554","2013-06-06","9","0","554","0.00"
"AW00023140","12141","Tyler Lee","52","50+","New","1","2","2","39","2013-02-16","0","0","39","0.00"
"AW00023141","12142","Katherine Long","62","50+","New","1","2","2","604","2013-09-13","5","0","604","0.00"
"AW00023142","12143","Cara Wu","63","50+","New","1","3","3","557","2013-09-13","5","0","557","0.00"
"AW00023143","12144","Jada Phillips","47","40-49","New","1","3","3","563","2013-06-12","8","0","563","0.00"
"AW00023144","12145","Zachary Alexander","47","40-49","New","1","2","2","549","2013-06-05","9","0","549","0.00"
"AW00023145","12146","Nichole Xie","41","40-49","New","1","2","2","575","2013-06-26","8","0","575","0.00"
"AW00023146","12147","Sarah Clark","47","40-49","New","1","2","2","604","2013-09-23","5","0","604","0.00"
